UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Type_H,Temp_diff [K],power_factor [W],Tool_wear_norm [min]
4268,L51447,302.6,311.0,1520,42.8,148,0,0,0,0,0,0,1,0,0,8.399999999999977,6812.648389064587,0.5849802371541502
4269,L51448,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,1,0,0,8.300000000000011,5286.378902146569,0.5928853754940712
4270,L51449,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,1,0,0,8.399999999999977,6609.073185111967,0.6007905138339921
4271,L51450,302.6,310.9,1331,52.0,154,1,0,1,0,0,0,1,0,0,8.299999999999955,7247.86369134189,0.6086956521739131
4272,L51451,302.6,310.8,1470,41.2,156,0,0,0,0,0,0,1,0,0,8.199999999999989,6342.247249067074,0.616600790513834
4273,L51452,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,1,0,0,8.300000000000011,6093.778686094658,0.6245059288537549
4274,L51453,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,1,0,0,8.199999999999989,5664.333442324444,0.6324110671936759
4275,L51454,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,1,0,0,8.200000000000045,6098.197859760707,0.6403162055335968
4276,M19135,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,0,1,0,8.100000000000023,5764.822519337271,0.6482213438735178
4277,M19136,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,0,1,0,8.199999999999989,7242.41826407567,0.6600790513833992
4278,L51457,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,1,0,0,8.199999999999989,5128.995582177232,0.6719367588932806
4279,L51458,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,1,0,0,8.100000000000023,7436.526802165471,0.6798418972332015
4280,L51459,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,1,0,0,8.100000000000023,6470.570836990706,0.6877470355731226
4281,L51460,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,1,0,0,8.0,5305.280817945667,0.6956521739130435
4282,L51461,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,1,0,0,8.0,4393.286942584062,0.7035573122529645
4283,L51462,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,1,0,0,8.0,6978.419761419008,0.7114624505928854
4284,M19143,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,0,1,0,8.099999999999966,8521.465353107194,0.7193675889328063
4285,L51464,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,1,0,0,8.199999999999989,6300.767754064177,0.7312252964426877
4286,L51465,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,1,0,0,8.199999999999989,6757.8799571370055,0.7391304347826086
4287,M19146,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,0,1,0,8.199999999999989,7193.053371512262,0.7470355731225297
4288,M19147,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,0,1,0,8.199999999999989,5981.005981806296,0.758893280632411
4289,M19148,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,0,1,0,8.300000000000011,7370.658076195206,0.7707509881422925
4290,M19149,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,0,1,0,8.199999999999989,4457.490624447925,0.782608695652174
4291,L51470,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,1,0,0,8.199999999999989,5605.564715751291,0.7944664031620553
4292,L51471,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,1,0,0,8.199999999999989,4043.0203056598248,0.8023715415019763
4293,M19152,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,0,1,0,8.300000000000011,3452.694102099278,0.8102766798418972
4294,L51473,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,1,0,0,8.199999999999989,6549.770387787705,0.8221343873517787
4295,M19154,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,0,1,0,8.400000000000034,4982.974355638378,0.8300395256916996
4296,L51475,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,1,0,0,8.399999999999977,6164.098001657509,0.841897233201581
4297,L51476,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,1,0,0,8.399999999999977,1715.833187635625,0.849802371541502
4298,M19157,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,0,1,0,8.399999999999977,5762.497740773613,0.857707509881423
4299,M19158,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,0,1,0,8.399999999999977,6365.400786924031,0.0
4300,L51479,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,1,0,0,8.400000000000034,7355.536543555927,0.011857707509881422
4301,M19160,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,0,1,0,8.400000000000034,5956.710998618535,0.019762845849802372
4302,L51481,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,1,0,0,8.5,7871.585024810098,0.03162055335968379
4303,L51482,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,1,0,0,8.400000000000034,3555.968724598287,0.039525691699604744
4304,L51483,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,1,0,0,8.5,7228.1240175018365,0.04743083003952569
4305,L51484,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,1,0,0,8.5,4665.495474042106,0.05533596837944664
4306,L51485,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,1,0,0,8.5,4699.215235190636,0.06324110671936758
4307,L51486,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,1,0,0,8.399999999999977,4482.0159910969505,0.07114624505928854
4308,L51487,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,1,0,0,8.5,8424.714771352139,0.07905138339920949
4309,H33722,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,0,0,1,8.5,7216.447764805995,0.08695652173913043
4310,M19169,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,0,1,0,8.599999999999966,6208.7819211670685,0.1067193675889328
4311,L51490,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,1,0,0,8.600000000000023,4761.146498368404,0.11857707509881422
4312,M19171,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,0,1,0,8.600000000000023,6272.126901038951,0.12648221343873517
4313,L51492,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,1,0,0,8.600000000000023,6963.3401166817775,0.1383399209486166
4314,L51493,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,1,0,0,8.700000000000045,7329.67076404137,0.14624505928853754
4315,H33728,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,0,0,1,8.700000000000045,5489.713250662411,0.1541501976284585
4316,M19175,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,0,1,0,8.600000000000023,5152.191007936237,0.17391304347826086
4317,L51496,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,1,0,0,8.600000000000023,5732.631666613487,0.1857707509881423
4318,M19177,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,0,1,0,8.5,6618.100028003282,0.19367588932806323
4319,L51498,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,1,0,0,8.600000000000023,6809.946619382499,0.20553359683794467
4320,M19179,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,0,1,0,8.599999999999966,6663.956808770181,0.2134387351778656
4321,L51500,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,1,0,0,8.600000000000023,6524.690006436545,0.22529644268774704
4322,L51501,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,1,0,0,8.5,5102.51195610747,0.233201581027668
4323,M19182,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,0,1,0,8.400000000000034,6593.574661354258,0.24110671936758893
4324,L51503,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,1,0,0,8.5,7091.67417658092,0.25296442687747034
4325,L51504,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,1,0,0,8.5,6691.38291263602,0.2608695652173913
4326,L51505,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,1,0,0,8.599999999999966,8275.625255988281,0.26877470355731226
4327,L51506,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,1,0,0,8.5,7958.659501192094,0.2766798418972332
4328,H33741,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,0,0,1,8.400000000000034,5093.3594495100115,0.2845849802371542
4329,L51508,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,1,0,0,8.5,6692.974652913838,0.30434782608695654
4330,L51509,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,1,0,0,8.399999999999977,4968.931436476832,0.31225296442687744
4331,L51510,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,1,0,0,8.300000000000011,6245.11967619359,0.3201581027667984
4332,M19191,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,0,1,0,8.299999999999955,5686.345534850598,0.32806324110671936
4333,M19192,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,0,1,0,8.199999999999989,6310.203004000458,0.33992094861660077
4334,L51513,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,1,0,0,8.199999999999989,5637.399521307668,0.35177865612648224
4335,L51514,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,1,0,0,8.199999999999989,6551.2678802859145,0.35968379446640314
4336,L51515,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,1,0,0,8.199999999999989,6344.331172193956,0.3675889328063241
4337,H33750,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,0,0,1,8.299999999999955,7987.2689382907865,0.37549407114624506
4338,L51517,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,1,0,0,8.299999999999955,6544.565815958257,0.3952569169960474
4339,L51518,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,1,0,0,8.299999999999955,6393.025858324598,0.4031620553359684
4340,L51519,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,1,0,0,8.199999999999989,7437.029456990045,0.41106719367588934
4341,M19200,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,0,1,0,8.199999999999989,6565.897230076131,0.4189723320158103
4342,L51521,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,1,0,0,8.100000000000023,6734.3180122350805,0.4308300395256917
4343,M19202,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,0,1,0,8.100000000000023,9170.183292122463,0.43873517786561267
4344,L51523,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,1,0,0,8.100000000000023,6136.190186918119,0.4505928853754941
4345,H33758,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,0,0,1,8.099999999999966,7617.671034571459,0.45849802371541504
4346,M19205,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,0,1,0,8.0,6443.49030831676,0.4782608695652174
4347,L51526,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,1,0,0,7.899999999999977,5087.201927908975,0.4901185770750988
4348,H33761,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,0,0,1,7.900000000000034,4964.7635902230695,0.4980237154150198
4349,L51528,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,1,0,0,7.900000000000034,7054.226392150131,0.5177865612648221
4350,L51529,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,1,0,0,7.800000000000011,5244.679495657921,0.525691699604743
4351,M19210,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,0,1,0,7.800000000000011,6157.5216010359945,0.5335968379446641
4352,L51531,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,1,0,0,7.800000000000011,6553.194723780117,0.5454545454545454
4353,L51532,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,1,0,0,7.800000000000011,6382.375859228929,0.5533596837944664
4354,M19213,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,0,1,0,7.699999999999989,9100.377103359697,0.5612648221343873
4355,L51534,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,1,0,0,7.800000000000011,8858.621076690451,0.5731225296442688
4356,H33769,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,0,0,1,7.800000000000011,7680.565719496325,0.5810276679841897
4357,L51536,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,1,0,0,7.800000000000011,5353.169161961888,0.6007905138339921
4358,L51537,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,1,0,0,7.899999999999977,7779.588719937476,0.6086956521739131
4359,H33772,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,0,0,1,7.899999999999977,5802.20747191499,0.616600790513834
4360,M19219,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,0,1,0,7.899999999999977,6092.385913351566,0.6363636363636364
4361,L51540,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,1,0,0,8.0,5784.656440956933,0.6482213438735178
4362,M19221,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,0,1,0,8.0,6960.491739342522,0.6561264822134387
4363,L51542,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,1,0,0,8.0,7061.274031669682,0.6679841897233202
4364,H33777,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,0,0,1,8.0,4750.339419640054,0.6758893280632411
4365,H33778,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,0,0,1,8.0,5056.759895095691,0.6956521739130435
4366,L51545,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,1,0,0,8.0,7404.859548217287,0.7154150197628458
4367,L51546,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,1,0,0,7.899999999999977,7471.042433452911,0.7233201581027668
4368,H33781,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,0,0,1,7.899999999999977,6485.461986168721,0.7312252964426877
4369,L51548,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,1,0,0,8.0,4983.655034046657,0.7509881422924901
4370,H33783,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,0,0,1,7.899999999999977,4941.934683606984,0.758893280632411
4371,L51550,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,1,0,0,7.899999999999977,7889.670126519263,0.7786561264822134
4372,L51551,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,1,0,0,7.800000000000011,6199.409503083858,0.7865612648221344
4373,M19232,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,0,1,0,7.7000000000000455,6283.84504163684,0.7944664031620553
4374,M19233,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,0,1,0,7.800000000000011,5763.220307083939,0.8063241106719368
4375,L51554,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,1,0,0,7.699999999999989,5652.2278386326125,0.8181818181818182
4376,L51555,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,1,0,0,7.699999999999989,5375.07653473292,0.8260869565217391
4377,M19236,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,0,1,0,7.7000000000000455,5619.743770594495,0.83399209486166
4378,M19237,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,0,1,0,7.800000000000011,7368.50084923974,0.8458498023715415
4379,M19238,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,0,1,0,7.7000000000000455,6642.688226505378,0.857707509881423
4380,M19239,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,0,1,0,7.699999999999989,5459.375937604247,0.8695652173913043
4381,L51560,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,1,0,0,7.7000000000000455,7235.087881217294,0.8814229249011858
4382,L51561,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,1,0,0,7.7000000000000455,6541.549887010811,0.8893280632411067
4383,L51562,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,1,0,0,7.699999999999989,6324.026011676254,0.8972332015810277
4384,L51563,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,1,0,0,7.800000000000011,8903.168860518354,0.9051383399209486
4385,L51564,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,1,0,0,7.800000000000011,6452.42290342847,0.9130434782608695
4386,L51565,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,1,0,0,7.899999999999977,6840.566675779487,0.9209486166007905
4387,L51566,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,1,0,0,7.800000000000011,5742.422963717175,0.0
4388,L51567,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,1,0,0,7.800000000000011,6320.968194826759,0.007905138339920948
4389,L51568,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,1,0,0,7.800000000000011,4845.089854072322,0.015810276679841896
4390,M19249,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,0,1,0,7.899999999999977,6399.476595239969,0.023715415019762844
4391,M19250,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,0,1,0,7.900000000000034,6755.827449936659,0.03557312252964427
4392,M19251,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,0,1,0,7.900000000000034,7392.041850190639,0.04743083003952569
4393,L51572,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,1,0,0,7.900000000000034,6885.931273697323,0.05928853754940711
4394,M19253,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,0,1,0,7.900000000000034,5695.833144664439,0.06719367588932806
4395,L51574,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,1,0,0,7.800000000000011,7563.080626227579,0.07905138339920949
4396,L51575,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,1,0,0,7.800000000000011,6401.015975640227,0.08695652173913043
4397,H33810,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,0,0,1,7.800000000000011,6213.096375077998,0.09486166007905138
4398,L51577,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,1,0,0,7.800000000000011,6075.871607969197,0.11462450592885376
4399,M19258,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,0,1,0,7.800000000000011,6186.989740126666,0.1225296442687747
4400,L51579,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,1,0,0,7.800000000000011,5141.122129820089,0.13438735177865613
4401,L51580,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,1,0,0,7.800000000000011,7211.808679654193,0.1422924901185771
4402,H33815,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,0,0,1,7.800000000000011,6702.566982482801,0.15019762845849802
4403,H33816,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,0,0,1,7.899999999999977,5330.528750905018,0.16996047430830039
4404,L51583,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,1,0,0,7.800000000000011,7253.015903293779,0.18972332015810275
4405,M19264,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,0,1,0,7.800000000000011,7137.85558858869,0.1976284584980237
4406,L51585,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,1,0,0,7.800000000000011,6341.880729924154,0.20948616600790515
4407,L51586,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,1,0,0,7.800000000000011,8123.216124387128,0.21739130434782608
4408,L51587,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,1,0,0,7.899999999999977,8087.255360479036,0.22529644268774704
4409,L51588,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,1,0,0,7.7000000000000455,3976.219573868993,0.233201581027668
4410,M19269,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,0,1,0,7.7000000000000455,7764.634738906389,0.24110671936758893
4411,L51590,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,1,0,0,7.699999999999989,5347.954118156929,0.25296442687747034
4412,L51591,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,1,0,0,7.800000000000011,5585.835513886748,0.2608695652173913
4413,L51592,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,1,0,0,7.899999999999977,6559.6454606954885,0.26877470355731226
4414,M19273,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,0,1,0,7.800000000000011,6924.63569518955,0.2766798418972332
4415,L51594,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,1,0,0,7.800000000000011,6255.539291827997,0.2885375494071146
4416,L51595,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,1,0,0,7.7999999999999545,6769.901785024741,0.2964426877470356
4417,M19276,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,0,1,0,7.7999999999999545,5791.547000843808,0.30434782608695654
4418,L51597,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,1,0,0,7.7999999999999545,9548.556711320816,0.31620553359683795
4419,L51598,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,1,0,0,7.699999999999989,5708.73461849518,0.3241106719367589
4420,M19279,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,0,1,0,7.599999999999966,3026.484698762263,0.33201581027667987
4421,H33834,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,0,0,1,7.599999999999966,4177.784158523315,0.3438735177865613
4422,L51601,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,1,0,0,7.599999999999966,8658.22935329347,0.36363636363636365
4423,M19282,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,0,1,0,7.599999999999966,3885.1448028414247,0.3715415019762846
4424,M19283,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,0,1,0,7.599999999999966,6383.402112829101,0.383399209486166
4425,M19284,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,0,1,0,7.599999999999966,5294.735538605117,0.3952569169960474
4426,L51605,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,1,0,0,7.699999999999989,5977.853917177194,0.40711462450592883
4427,L51606,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,1,0,0,7.699999999999989,6257.172920007863,0.4150197628458498
4428,M19287,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,0,1,0,7.7000000000000455,7061.577718959529,0.42292490118577075
4429,L51608,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,1,0,0,7.7000000000000455,4231.432089071117,0.43478260869565216
4430,M19289,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,0,1,0,7.800000000000011,6054.414530145177,0.4426877470355731
4431,H33844,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,0,0,1,7.800000000000011,5373.715177916365,0.45454545454545453
4432,H33845,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,0,0,1,7.899999999999977,8250.639122416731,0.4743083003952569
4433,L51612,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,1,0,0,7.800000000000011,7021.250141262947,0.49407114624505927
4434,H33847,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,0,0,1,7.800000000000011,6747.250901992359,0.5019762845849802
4435,L51614,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,1,0,0,7.7000000000000455,5360.855591987671,0.5217391304347826
4436,L51615,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,1,0,0,7.800000000000011,7290.243776238819,0.5296442687747036
4437,M19296,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,0,1,0,7.7000000000000455,5912.121326888584,0.5375494071146245
4438,L51617,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,1,0,0,7.800000000000011,5155.7305356592815,0.549407114624506
4439,L51618,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,1,0,0,7.7000000000000455,7766.163647331136,0.5573122529644269
4440,M19299,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,0,1,0,7.800000000000011,8133.960371262405,0.5652173913043478
4441,L51620,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,1,0,0,7.800000000000011,6662.689699733233,0.5770750988142292
4442,L51621,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,1,0,0,7.699999999999989,7042.131260433809,0.5849802371541502
4443,L51622,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,1,0,0,7.699999999999989,5695.958808370582,0.5928853754940712
4444,L51623,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,1,0,0,7.800000000000011,8445.334091135202,0.6007905138339921
4445,L51624,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,1,0,0,7.800000000000011,3726.3477661779734,0.6086956521739131
4446,L51625,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,1,0,0,7.699999999999989,5373.003083581551,0.616600790513834
4447,L51626,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,1,0,0,7.800000000000011,5888.601269888708,0.6245059288537549
4448,M19307,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,0,1,0,7.800000000000011,6513.401216834646,0.6324110671936759
4449,L51628,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,1,0,0,7.900000000000034,7366.909108961922,0.6442687747035574
4450,M19309,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,0,1,0,7.900000000000034,7835.697564730589,0.6521739130434783
4451,L51630,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,1,0,0,7.800000000000011,6058.278689109094,0.6640316205533597
4452,L51631,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,1,0,0,7.800000000000011,6634.425837826437,0.6719367588932806
4453,M19312,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,0,1,0,7.800000000000011,5939.955837799389,0.6798418972332015
4454,L51633,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,1,0,0,7.800000000000011,7872.831189896021,0.691699604743083
4455,L51634,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,1,0,0,7.7000000000000455,7159.563993824994,0.6996047430830039
4456,H33869,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,0,0,1,7.7000000000000455,4833.1622739641925,0.7075098814229249
4457,L51636,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,1,0,0,7.800000000000011,7163.040689694968,0.7272727272727273
4458,M19317,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,0,1,0,7.800000000000011,4888.6323282510775,0.7351778656126482
4459,L51638,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,1,0,0,7.7999999999999545,7382.805567789086,0.7470355731225297
4460,L51639,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,1,0,0,7.7999999999999545,4800.447822464812,0.7549407114624506
4461,L51640,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,1,0,0,7.899999999999977,5481.953516808046,0.7628458498023716
4462,L51641,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,1,0,0,7.800000000000011,5296.055007519625,0.7707509881422925
4463,L51642,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,1,0,0,7.800000000000011,8967.299238553633,0.7786561264822134
4464,L51643,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,1,0,0,7.800000000000011,4201.189023792558,0.7865612648221344
4465,L51644,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,1,0,0,7.800000000000011,5337.09467955102,0.7944664031620553
4466,L51645,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,1,0,0,7.800000000000011,6351.5463633217005,0.8023715415019763
4467,L51646,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,1,0,0,7.800000000000011,6326.853445064484,0.8102766798418972
4468,L51647,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,1,0,0,7.800000000000011,6417.676888679765,0.8181818181818182
4469,L51648,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,1,0,0,7.800000000000011,5238.60574986098,0.8260869565217391
4470,L51649,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,1,0,0,7.800000000000011,6193.2729254338465,0.83399209486166
